tconst	averageRating	numVotes
tt2279942	7.4	12
tt8662834	7.6	18
tt2561044	6.2	11
tt6687568	7.4	7
tt5650872	5.3	49
tt12013694	7.5	20
tt4462678	8.9	21164
tt0427710	7.4	18
tt0758847	8.1	34
tt9390200	7.7	854
tt0305807	7.7	24
tt0625445	7.5	184
tt5550228	5.8	230
tt35081636	9.5	23
tt0244760	5.7	15
tt9866270	9.2	9
tt0406073	6.2	10
tt1014736	8.2	11
tt37675090	8.2	111
tt26345401	7.5	11
tt0229520	7.3	841
tt13760382	7.1	302
tt1585566	6.6	22
tt26773995	6.8	6
tt16230388	7.9	1724
tt0492486	4.6	18515
tt6078342	6.5	13
tt0754348	7.8	40
tt7413598	7.9	320
tt11933770	8.5	15
tt6439004	8.2	21
tt0343286	7.5	13
tt0635714	8.2	71
tt0031017	6.6	59
tt0139877	6.7	605
tt1735782	4.6	24
tt0378224	6.9	516
tt0596317	6.6	105
tt6914758	6.5	44
tt0067322	7.2	546
tt3735096	8.9	21
tt31976830	9.0	5
tt10740056	4.2	42
tt1378823	8.8	6
tt5449622	5.0	8
tt0271528	7.8	23
tt4038050	7.5	233
tt6778354	5.8	16
tt0125380	8.0	5
tt30023366	2.2	6
tt14309464	8.7	7
tt7634516	7.6	19
tt0832232	6.5	177
tt6136804	7.4	8
tt12392392	5.4	10
tt0616642	7.1	39
tt8001410	7.1	9
tt8322766	5.9	15
tt14682624	5.4	21
tt30456330	8.0	10
tt1332030	7.5	10829
tt3899900	7.4	179
tt36268112	9.7	14
tt17278280	5.8	25
tt15145034	8.2	36
tt1282045	3.1	905
tt18948970	8.2	1675
tt1992272	6.8	25
tt0861050	7.8	75
tt0947076	6.5	1271
tt4362554	5.7	11
tt1550976	8.0	82
tt8889544	8.3	27
tt11737956	4.9	7
tt0262696	7.1	39
tt0093639	4.8	276
tt0913125	6.2	160
tt1974368	5.8	15
tt6006052	7.0	8
tt11835510	6.1	474
tt13956026	8.3	11
tt0410060	7.3	25
tt10225016	8.0	623
tt4759640	5.5	26
tt1651928	6.6	36
tt4577442	7.0	6
tt18936202	6.2	15
tt5636358	7.4	33
tt0850818	7.4	35
tt6772768	7.5	575
tt6920046	7.2	14
tt12362188	6.8	988
tt0628467	6.8	15
tt39307319	9.4	13
tt15729162	6.8	36
tt7669900	9.0	10
tt10509048	7.8	442
tt0401182	8.3	31
tt13339202	6.4	22
tt0517674	9.0	810
tt1032262	4.6	11
tt32197699	10.0	7
tt0115598	6.5	69
tt27349692	6.7	122
tt33070621	6.1	16
tt4557826	2.4	60
tt3198180	5.9	164
tt14979304	7.3	9
tt35006657	8.0	14
tt0089801	7.3	1104
tt29002359	7.0	31
tt0525241	7.4	61
tt10006434	7.3	32
tt0931730	6.7	29
tt12304082	7.3	7
tt16119522	8.4	6
tt15239546	7.1	16
tt0279959	7.1	69
tt1726717	7.3	28
tt14612676	8.4	8
tt29549402	6.8	9
tt9735548	7.0	14
tt1177092	6.6	14
tt0175982	6.4	81
tt38510988	7.4	16
tt10199376	6.4	9
tt3650246	6.2	15
tt9422670	8.3	296
tt11717766	6.0	19
tt14400522	9.1	76
tt0688763	8.0	403
tt0381704	6.2	153
tt8021558	3.8	215
tt10404524	7.3	11
tt13568802	6.6	9
tt0313986	4.2	17
tt1118701	5.6	100
tt0147142	6.5	15
tt15378928	6.8	177
tt1999103	7.3	20
tt36239566	7.6	43
tt0651769	8.0	29
tt21072246	6.1	87
tt10353794	6.9	15
tt1943736	7.7	68
tt3113816	5.5	9
tt32604497	7.7	31
tt15237986	7.0	27
tt17056012	6.3	14
tt10326882	9.4	6
tt21098728	6.8	8729
tt0527440	8.3	8
tt1314899	7.3	11
tt12015694	9.1	9
tt1458267	6.9	53
tt4038736	5.3	47
tt8010346	5.3	21
tt28561235	4.5	55
tt14963298	5.9	9
tt4924418	8.3	24
tt2137318	7.4	13
tt1064303	5.2	20
tt0151545	4.9	25
tt3410824	7.6	7
tt11691968	3.1	7
tt13125956	5.9	51
tt8241974	6.7	26
tt0732623	7.6	54
tt0977091	7.8	15
tt0100026	4.6	127
tt21438804	6.8	77
tt37353725	2.0	9
tt3466756	9.1	27
tt14928274	6.2	24
tt16450736	8.4	70
tt2888812	6.6	12
tt0857361	6.6	13
tt5473284	5.4	6
tt1362673	7.8	121
tt27580346	8.1	1841
tt1603636	8.3	7
tt1117960	6.6	186
tt21289252	7.0	112
tt6529568	4.0	15
tt3847356	8.6	25
tt2876990	7.8	42
tt15829008	9.6	30
tt0555660	7.4	16
tt23575700	7.2	30
tt1303555	9.1	3880
tt7360248	7.1	13
tt0728123	8.4	38
tt0352565	5.7	626
tt1394062	6.3	65
tt2350964	6.8	29
tt4726032	7.5	15
tt1806410	7.4	28
tt0933492	7.1	8
tt14068752	9.3	73
tt2196091	7.4	786
tt0774119	7.4	15
tt2329657	7.6	194
tt4546206	5.8	24
tt29341982	10.0	6
tt30513835	7.0	221
tt11162814	9.0	21
tt3792468	6.5	14
tt0624679	7.9	20
tt22988428	7.7	29
tt6192952	7.2	181
tt0565112	8.8	14
tt31014659	8.5	59
tt21097788	7.5	2573
tt10103552	7.7	1414
tt10611528	6.8	8
tt31860531	7.0	460
tt1240901	5.7	22
tt28526221	5.1	17
tt18949816	8.0	535
tt36048643	7.3	27
tt14055696	6.7	53
tt31188822	6.7	17
tt0817494	7.0	116
tt0291565	6.6	31
tt3810608	7.3	34
tt3218316	8.8	514
tt0489801	8.2	24
tt32026978	5.5	25
tt28340161	7.5	59
tt0251877	4.4	12
tt30253268	7.7	12
tt0909558	7.0	25
tt0046008	7.3	1943
tt0034335	6.0	50
tt1242883	6.2	7
tt10161630	7.4	14
tt12180332	6.5	10
tt6285302	6.4	8
tt7738390	8.4	72
tt12416632	5.8	7
tt0460631	6.7	1569
tt14271048	7.5	26
tt0189078	6.0	33
tt0613598	8.2	12
tt5528332	6.7	35
tt0505326	8.0	109
tt0241349	5.6	105
tt15132290	7.0	114
tt0403645	4.3	4695
tt2382218	8.0	6
tt24580720	7.7	86
tt14068758	9.3	89
tt13369900	6.3	7
tt5574838	7.1	23
tt1801039	6.2	8
tt1703513	7.2	518
tt4748072	10.0	6
tt21832040	5.7	7
tt27531113	4.1	61
tt38069929	7.3	271
tt2132045	7.8	120
tt4330068	7.1	95
tt8956332	9.7	17627
tt0262884	7.5	25
tt0917002	7.1	35
tt20223436	5.7	29
tt33312086	8.2	37
tt26735513	7.1	29
tt31107251	7.8	12
tt2112647	10.0	38
tt2917082	2.6	16
tt14454876	6.0	15142
tt32580800	6.6	10
tt32019904	3.9	39
tt5108760	7.8	5
tt13571948	3.5	31
tt2435630	7.1	71
tt1669615	7.7	11
tt27574270	4.0	35
tt33202060	5.3	120
tt0068550	4.3	28
tt3326792	6.0	5
tt1493901	2.4	18
tt12228438	6.5	9
tt11868868	6.2	460
tt12111586	7.2	33
tt0425470	7.8	11
tt1698613	6.7	44
tt12987612	8.9	11
tt7764576	7.0	46
tt0117005	3.5	589
tt29608092	5.9	624
tt1823685	3.9	82
tt0215636	8.2	11
tt0465321	6.9	182
tt1389552	6.4	8
tt1291563	4.8	28
tt3440808	7.6	10
tt2400321	6.6	289
tt3816614	3.7	1479
tt4947262	8.9	8
tt2167167	7.0	8
tt0780744	7.3	77
tt2486838	7.8	14
tt0059354	6.8	216
tt1281192	7.9	24
tt0802749	8.2	11
tt0378051	4.2	13
tt6139296	7.3	38
tt0131655	6.3	21
tt8717436	7.2	25
tt0116129	6.0	547
tt1023379	8.0	37
tt0996735	8.2	8
tt15508906	7.1	20
tt29485818	5.5	6
tt0979301	7.4	31
tt0377382	4.7	20
tt0382430	7.6	23
tt26753145	8.4	7
tt1776283	5.9	80
tt14300384	1.2	30
tt6436780	5.8	49
tt21243072	7.8	553
tt1591911	5.7	6
tt1759711	6.2	8
tt1974081	8.3	16
tt0347702	8.4	10
tt2042462	5.3	41
tt30267019	8.4	6
tt8954448	7.7	8
tt2023579	7.4	12
tt1697011	6.4	12
tt0114020	5.4	649
tt0274649	5.1	31
tt3077700	8.2	20
tt1413811	5.6	5
tt7980940	8.2	6
tt9690918	8.1	34
tt0856442	7.1	1153
tt9371994	8.2	695
tt2247136	7.3	14
tt2647244	7.1	50
tt33773312	7.8	12
tt0025427	5.6	57
tt4465306	7.3	25
tt6886816	6.5	6
tt7777422	5.1	49
tt7549140	8.3	9
tt0119639	3.3	806
tt1243525	8.3	12
tt21602192	8.0	5
tt0630274	7.8	281
tt2363065	9.0	109
tt1854981	8.2	7
tt9904032	6.3	29
tt0603374	7.7	34
tt35220717	7.2	5
tt0448869	7.9	13
tt3972282	7.2	121
tt0472051	4.6	12
tt3894412	8.0	22
tt13039188	7.5	51
tt27003522	7.7	18
tt1095225	4.1	56
tt0054568	6.8	190
tt37428849	8.1	7
tt29489161	7.4	5
tt2375767	8.7	16
tt15618998	6.5	211
tt11176332	6.0	5
tt30476506	8.1	35
tt4428974	7.4	23
tt3106470	7.2	8
tt0348730	4.9	26
tt2143334	1.0	7
tt0561281	6.6	17
tt1754651	7.8	12
tt6298948	8.4	5
tt23558010	8.0	70
tt0807146	7.6	43
tt5115372	7.7	8
tt16252606	7.7	17
tt13743554	8.9	84
tt0566367	7.3	110
tt1332036	7.2	42
tt0964073	7.6	11
tt15741248	5.8	12
tt0035396	6.2	151
tt0632889	7.1	12
tt0371322	6.8	62
tt34479817	7.7	7
tt0317378	5.0	54
tt39745804	7.8	25
tt8064438	8.5	6
tt0662633	8.0	19
tt22876060	7.4	6
tt2199333	8.2	11
tt6984314	7.2	15
tt0551518	8.8	15
tt15470268	2.5	17
tt0061522	4.2	189
tt0335094	6.1	307
tt10449492	4.0	34
tt10498362	7.6	20
tt7847316	6.4	36
tt5724662	8.1	43
tt4938522	4.6	5
tt7206564	7.4	42
tt8961856	9.2	13
tt1958293	7.7	322
tt0117997	6.2	40
tt2094413	8.2	4103
tt19433162	8.1	376
tt0749699	7.8	210
tt1582152	7.9	1990
tt1147822	8.3	20
tt12176536	6.2	22
tt39216758	7.2	14
tt0996983	5.2	150
tt2597966	7.1	40
tt24247720	6.5	54
tt2866388	7.2	9
tt16393054	9.0	7
tt35678402	8.8	19
tt6395182	8.3	10
tt15435650	7.0	7
tt9629152	7.9	14
tt1899216	4.7	34
tt29432126	7.2	13
tt4174926	5.8	371
tt0149270	6.7	31
tt0757215	5.0	315
tt1356296	6.1	16
tt0954529	7.6	24
tt0022602	6.6	10
tt5777984	7.8	9
tt27923717	1.7	8
tt31567351	8.6	75
tt10520916	7.1	44
tt11015704	1.0	11
tt3112512	5.8	12
tt0612372	8.0	58
tt28266123	8.4	8
tt7361808	7.7	93
tt23016500	6.2	402
tt14799666	4.8	86
tt4872688	8.0	9
tt12350736	4.9	153
tt0289369	3.6	23
tt29383607	5.2	64
tt2040515	4.8	68
tt3785938	8.8	1029
tt15417846	8.3	7
tt32595518	9.2	36
tt0875100	7.8	11
tt1670916	5.3	104
tt0104820	6.0	425
tt1039623	6.3	9
tt0794380	7.5	318
tt12551020	9.0	26
tt0644439	7.7	71
tt10285070	7.9	369
tt0042867	6.1	39
tt11744132	5.2	15
tt2033308	6.8	7
tt0182101	6.7	29
tt0641616	7.5	112
tt33345323	6.8	31
tt0235765	5.3	36
tt1067441	8.3	24
tt0266740	8.0	95
tt0814522	8.7	9
tt40598838	6.9	54
tt0097576	8.2	862179
tt16124348	7.2	590
tt0522746	6.6	249
tt6291752	6.8	7
tt0740036	8.0	82
tt36753084	6.6	7
tt0535361	8.3	17
tt2303323	9.0	7
tt3065730	8.5	2380
tt4532396	6.8	322
tt0881022	7.6	8
tt9191906	6.8	5
tt1638045	6.8	68
tt4054062	6.9	17
tt0346557	6.6	141
tt34378967	7.3	49
tt0283064	7.7	135
tt14118430	3.9	40
tt0053207	5.9	125
tt8758198	6.6	54
tt0887907	6.7	6
tt9434804	7.7	13
tt0118290	6.1	500
tt0196426	5.8	20
tt4618568	8.6	7
tt4498792	7.7	974
tt0181196	6.2	6049
tt0637047	7.1	24
tt15388940	6.9	9
tt7862636	7.1	12
tt1998001	7.1	113
tt14015290	1.7	15
tt0846960	4.9	50
tt1739662	7.2	7
tt9626756	6.7	17
tt0897288	8.5	16
tt0047928	5.8	17
tt4124150	6.5	218
tt6075878	1.8	12
tt2124787	4.7	18264
tt0506489	8.9	37
tt21601040	5.8	7
tt0921887	9.0	10
tt13473160	8.2	7
tt7882956	9.4	12
tt0828399	7.2	70
tt0382382	5.6	993
tt1502974	7.7	7
tt0666374	6.8	15
tt2094053	4.2	39
tt26445928	9.5	47
tt6829288	7.0	31
tt0911278	7.6	30
tt7588422	8.2	22
tt2051978	5.7	36
tt33504498	7.4	6
tt0954280	5.9	14
tt1081341	8.2	10
tt0389695	8.3	1657
tt8005736	8.3	19
tt0790463	8.4	10
tt4269746	5.6	2995
tt17890102	6.6	39
tt10845092	2.5	11
tt0294000	7.1	8
tt3210824	8.3	7
tt4694730	8.0	273
tt10666828	8.3	203
tt7927488	9.0	12
tt26773056	6.4	57
tt1180311	6.7	956
tt27821288	3.7	12
tt0439795	8.2	51
tt1427957	9.4	9
tt6902274	4.7	51
tt1833174	7.9	1083
tt23570712	4.8	8
tt0756983	6.6	82
tt2014268	7.7	32
tt6510184	5.2	18
tt36239134	6.6	34
tt0734947	8.9	12
tt27169350	7.6	27
tt2616500	7.2	99
tt13562042	6.8	12
tt7170748	6.0	13
tt4508640	3.9	12
tt1250684	6.7	15
tt0567324	5.4	18
tt0992183	7.1	18
tt2113683	7.4	2956
tt0972376	7.0	5
tt11839482	8.3	14
tt0288719	6.8	123
tt3349532	6.2	42
tt18162252	7.9	430
tt0123424	5.1	41
tt0687285	7.9	13
tt11897478	6.6	30491
tt2482128	5.9	24
tt2866778	4.6	495
tt37718836	7.3	73
tt31692423	8.1	14
tt30146499	6.4	138
tt29539235	6.8	10
tt7179652	8.2	16
tt0232422	6.4	253
tt7792744	8.6	20
tt4453306	5.9	1055
tt4957356	9.7	6
tt0924386	7.9	67
tt0835314	8.2	32
tt0381115	7.4	251
tt18830214	8.3	6
tt14148698	6.2	12
tt7882810	8.3	49
tt1006408	8.4	137
tt0106386	5.2	745
tt1108082	7.4	8
tt0201653	8.0	5
tt0092744	4.7	4396
tt13782038	5.8	79
tt2168238	8.5	10
tt22405732	5.5	9
tt2039049	8.6	42
tt11207126	6.6	99
tt2078209	7.6	48
tt0797056	5.9	10
tt12214558	7.5	86
tt32011632	7.5	13
tt8115320	5.4	1138
tt9396198	6.8	6
tt7584356	7.5	3357
tt27145509	6.9	14
tt16225062	7.4	101
tt0213949	7.4	17
tt29466234	7.8	34
tt29964518	7.7	23
tt0139420	7.5	11
tt27494059	3.1	393
tt10505592	6.8	28
tt5178168	4.9	33
tt0353326	8.0	27
tt0066094	5.0	26
tt19267202	8.8	34
tt21871704	6.5	9
tt38867103	8.7	18
tt6777278	6.7	16
tt4471036	7.9	42
tt15125950	8.5	50
tt0250705	7.9	58
tt0389532	8.0	7
tt0407870	7.5	18
tt13937322	7.8	46
tt8046442	7.3	124
tt0563095	8.1	20
tt0575123	7.7	27
tt38268028	9.6	52
tt17349994	3.8	32
tt38499423	5.7	19
tt3719536	8.2	58
tt0998633	7.1	22
tt2498860	7.3	10
tt0705028	7.0	7
tt3618846	7.2	10
tt0216310	3.1	20
tt38225427	6.5	59
tt11395564	7.0	30
tt0064144	6.9	146
tt39228908	6.9	16
tt38350636	7.6	18
tt6028182	7.2	21
tt19766458	6.7	118
tt3410402	5.1	21
tt0929254	8.1	35
tt1333813	7.6	191
tt3857768	9.7	10
tt37678291	4.9	11
tt1367524	5.1	12
tt0590898	7.1	82
tt0337436	6.1	23
tt8348094	2.6	17
tt15724394	7.6	55
tt7017344	7.2	10
tt7811244	8.4	2617
tt0914730	6.2	31
tt31643946	7.4	8
tt13126508	7.2	22
tt0236375	6.2	11
tt5972724	6.9	7
tt0903012	5.0	73
tt1881009	6.1	12
tt33505178	7.4	18
tt29335887	7.7	127
tt0254962	6.0	86
tt1773840	6.8	228
tt1258033	9.2	7
tt1054478	7.6	3223
tt31107360	7.4	42
tt5485586	1.3	8
tt0214862	4.7	39
tt0105296	4.5	113
tt4976566	6.5	36
tt0078860	7.5	141
tt0562573	6.8	12
tt10911596	6.1	41
tt6541676	6.0	8
tt2973906	5.9	10
tt0874687	8.0	8
tt5584102	7.8	2394
tt0379055	5.1	30
tt37650229	8.6	26
tt1674918	7.8	49
tt2077707	7.6	15
tt12443662	6.1	109
tt1815344	9.6	24
tt38519096	8.9	13
tt0508145	7.3	861
tt0080479	6.8	2208
tt33095931	8.4	13
tt1623630	7.1	17
tt2062645	6.9	709
tt3229936	7.3	313
tt25417994	6.4	25
tt0103393	8.3	89
tt0100102	5.3	192
tt1194484	4.7	22
tt15977292	6.6	6386
tt18263110	6.9	124
tt37033113	7.6	17
tt1356610	7.2	19
tt11996334	7.8	69
tt1464971	6.9	16
tt7843566	8.3	635
tt38046755	9.4	6
tt0644875	7.0	45
tt29927678	6.7	8
tt3102156	6.2	230
tt7531342	7.7	30
tt8378498	7.5	31
tt2328102	7.0	9
tt15277548	8.9	25
tt1579445	8.0	6
tt28476609	7.5	6
tt4922838	6.7	20
tt3159564	7.5	6286
tt0089306	4.4	351
tt10786014	7.6	1426
tt27141964	4.7	164
tt2106270	7.4	115
tt1261106	7.5	20
tt5571346	7.5	35
tt29717669	8.5	6
tt0192626	5.3	73
tt0131392	5.5	20
tt0131740	3.6	105
tt20365920	8.0	4656
tt0587014	7.9	10
tt11024626	7.0	19
tt0168431	3.8	29
tt0181119	7.3	28
tt8933518	8.0	628
tt3667558	6.9	23
tt6386522	5.7	7
tt20753780	8.6	301
tt9459758	7.0	32
tt33103096	8.1	12
tt0145398	4.5	24
tt11956694	8.0	7
tt2109430	8.0	40
tt8873958	6.3	12
tt7711774	8.2	183
tt29625918	6.7	94
tt2114184	2.0	3759
tt0622187	6.2	32
tt2544000	8.2	785
tt18309838	7.4	187
tt0020941	7.2	24
tt0346754	7.0	22
tt0071492	6.1	560
tt30804126	5.9	10
tt6540744	7.2	7
tt0419782	8.1	103
tt1475881	7.0	6
tt0115910	7.8	244
tt0480001	6.3	656
tt0348594	2.6	24
tt2104878	7.0	132
tt0089208	6.0	13942
tt13928428	7.8	6
tt27122945	7.8	53
tt28598915	5.9	112
tt2501766	7.6	9
tt1107442	6.6	40
tt0909533	7.2	124
tt5997676	7.9	13
tt40623376	8.5	43
tt0231494	4.7	36
tt7840988	7.0	7
tt38413419	8.1	120
tt1041437	6.6	8
tt39840756	7.2	28
tt0811815	6.8	512
tt3684504	6.9	21
tt5645310	8.8	6
tt10970316	7.4	10
tt0470918	4.5	42
tt11031290	9.2	215
tt8829860	7.9	16
tt0789462	7.2	362
tt24512586	7.6	17
tt0327874	5.7	16
tt39008890	8.0	197
tt10989776	7.2	37
tt3103402	5.9	10
tt35635128	8.4	9
tt23556582	6.5	57
tt41342480	8.2	33
tt2032918	7.7	8
tt3091840	8.2	12
tt1669666	7.0	20
tt25583596	6.6	11
tt14966966	6.4	12
tt10189646	7.0	14
tt14296696	8.3	20
tt15501858	6.3	43
tt29413272	8.2	11
tt0915516	5.4	9
tt0055403	5.8	82
tt41343885	6.2	6
tt0945311	7.9	35
tt0804761	8.8	52
tt5842154	7.7	82
tt0111494	7.8	30
tt28961231	8.0	23
tt5738574	6.4	115
tt30281811	4.9	13
tt0042807	6.2	259
tt2093488	5.8	7
tt1852377	9.8	14
tt0933065	5.8	13
tt1264852	6.8	17
tt27561121	5.6	6
tt1863966	6.5	50
tt0302784	7.1	585
tt39130681	9.1	70
tt1194153	6.6	26
tt4674202	7.8	24
tt10548154	6.7	9
tt31849074	6.8	6
tt1722440	7.0	290
tt0185145	6.2	13
tt1653005	6.9	25
tt1438204	7.4	69
tt10655954	5.6	142
tt0741151	7.9	160
tt26759438	6.8	5
tt1466122	6.4	10
tt39183779	8.3	41
tt0576753	8.1	48
tt2257727	8.6	5
tt0738661	6.1	14
tt14651682	9.0	12
tt29381977	8.3	116
tt23915738	5.9	732
tt10467522	4.7	37
tt0304710	6.0	33
tt8911484	6.7	89
tt8826084	8.9	17
tt14390806	6.7	18
tt7409766	7.9	17
tt34961780	8.4	100
tt1408949	8.0	20
tt1390577	9.4	10
tt4278986	8.9	10
tt32645314	9.2	25
tt10920990	3.7	8
tt0677581	6.6	166
tt13869502	6.6	79
tt0578785	6.2	10
tt6454770	6.3	31
tt28443579	7.0	7
tt1187460	7.5	22
tt4183678	7.2	32
tt0653094	7.5	364
tt23631768	5.4	34
tt0511704	7.9	61
tt30762457	7.5	267
tt1632020	7.4	39
tt19359814	9.0	32
tt2275412	8.5	31
tt12968548	8.3	41
tt2726734	7.8	17
tt0256871	6.1	363
tt3792604	6.8	13
tt4301094	8.0	12
tt1305852	7.8	6
tt14363178	7.0	58
tt0850284	2.3	908
tt38631828	8.7	13
tt0924206	5.6	38
tt12635660	7.4	9
tt0366010	8.5	2999
tt1187787	6.6	59
tt3790942	7.3	113
tt0578512	8.6	826
tt0037826	6.2	1429
tt0027768	6.0	193
tt11921820	6.3	74
tt11065930	5.9	26
tt0213944	8.2	33
tt21027886	8.5	99
tt3606688	6.0	8
tt0915171	7.3	23
tt0363732	5.3	16
tt2305379	7.8	11
tt1734121	3.3	51
tt0027460	6.0	119
tt27933546	6.1	32
tt37625068	8.1	53
tt1260563	3.7	18
tt29767883	8.4	9
tt36334491	7.0	41
tt22035864	9.0	5
tt14495144	7.9	460
tt4929552	4.9	11
tt0113118	7.2	136589
tt0270620	7.2	31
tt5085988	7.3	23
tt15169742	8.5	12
tt8178696	8.9	13
tt1119508	8.4	11
tt34225748	4.9	13
tt0093970	8.0	2966
tt7390360	6.4	6
tt13060418	7.8	487
tt1884336	6.4	47
tt1880404	6.5	17
tt6230488	4.4	224
tt5310108	6.9	78
tt29496206	6.3	46
tt1353303	7.6	65
tt10383410	9.0	52
tt15251002	8.2	1590
tt11265918	8.0	222
tt0805109	6.3	1625
tt27762863	7.8	2184
tt33050183	5.8	12
tt28151917	4.7	80
tt0173937	3.5	123
tt1928329	6.0	1697
tt11179204	8.6	11
tt1413882	8.0	7
tt0807111	6.7	13
tt22015224	8.2	12
tt0911304	7.1	29
tt31091213	7.2	12
tt0470745	7.2	51
tt28775464	5.6	85
tt11826778	8.0	485
tt26940601	8.8	70
tt13482606	9.0	12
tt8769868	2.2	9
tt32135023	4.9	14
tt0435351	5.9	10
tt1509484	8.2	62
tt3893926	9.4	5
tt0060449	5.4	239
tt1883660	8.4	17
tt2559530	8.0	163
tt2699948	5.9	20
tt1806688	6.9	867
tt0376975	7.3	11
tt23791928	8.8	13
tt1245406	4.5	14
tt1548709	8.7	16
tt4031058	5.4	21
tt2182209	6.2	1023
tt23488718	6.6	201
tt5219050	7.7	18
tt8416444	7.7	1356
tt21601632	4.8	30
tt0483465	7.6	39
tt3371438	7.1	10
tt1422692	6.4	94
tt6953330	6.8	6
tt13466874	7.3	51
tt0029791	7.6	20
tt20222324	6.7	153
tt14402896	7.4	1046
tt14815798	5.3	25
tt31112557	7.4	5
tt11018080	6.6	55
tt11268140	7.6	10
tt21151596	8.4	110
tt38868810	7.2	15
tt0593232	6.8	68
tt11530912	8.2	9
tt0278705	5.4	64
tt0367875	7.3	6
tt9633610	7.9	7
tt13155644	7.4	390
tt5501480	4.4	22
tt1655259	8.2	24
tt5257350	7.2	135
tt1177544	7.2	51
tt3600014	10.0	5
tt13986798	7.6	43
tt3481122	7.5	11
tt28088336	5.4	792
tt0228197	5.0	89
tt0582583	7.8	969
tt5875008	8.3	24
tt21345566	5.8	451
tt33049596	6.5	103
tt0464280	4.5	156
tt13984450	8.2	80
tt25750424	5.9	332
tt2380498	6.1	14
tt0288383	6.8	7
tt2963496	6.6	17
tt5090156	7.8	16
tt3740118	5.2	73
tt0037333	5.9	314
tt12452338	5.6	6
tt0893088	6.3	31
tt1670452	7.8	11
tt1773104	8.7	33
tt32494618	5.5	45
tt0040160	7.6	10849
tt3610098	6.6	24
tt0814518	8.6	8
tt12802376	8.1	813
tt36984668	7.0	7
tt2564062	6.6	9
tt2186531	8.7	13
tt10280540	8.5	13
tt0237959	5.6	117
tt2054642	7.7	64
tt17422866	6.9	14
tt9020746	5.9	8
tt2005518	7.4	23
tt0474906	5.2	13
tt0504888	6.7	235
tt5762278	7.6	178
tt0272284	6.2	8
tt0463033	5.8	41
tt4672096	8.8	14
tt0345398	6.8	17
tt0828289	8.5	10
tt0921442	8.6	32
tt7127546	7.4	21
tt29928763	7.2	22
tt0485570	6.2	52
tt10470752	6.7	51
tt10019472	5.6	6
tt1694539	6.3	77
tt6320386	8.6	11
tt7217480	7.5	314
tt7752712	7.7	11
tt0394034	7.8	511
tt0559083	7.4	145
tt15846834	6.3	696
tt0449642	6.9	545
tt4359278	4.7	45
tt19770402	4.1	328
tt14638790	6.5	8
tt0071055	3.9	35
tt4615446	7.6	327
tt9447798	9.1	11
tt0728342	5.0	18
tt2719810	6.4	18
tt2084047	4.1	69
tt0497869	7.3	12
tt1323827	7.9	8
tt0576420	7.2	29
tt0271154	8.6	10
tt1644870	7.2	73
tt5516168	5.4	64
tt7504528	7.8	21
tt9142222	6.5	21
tt0086422	4.4	61
tt6906920	7.4	8
tt1581667	7.4	1076
tt8975056	9.0	9
tt29600503	4.8	8
tt0847551	6.7	9
tt6246448	7.9	77
tt2369281	6.6	594
tt9006464	7.3	20
tt7896070	7.5	21
tt5759726	6.8	14
tt0254820	4.3	29
tt11142466	7.3	10
tt1837340	8.1	20
tt7335732	2.3	149
tt0838939	7.0	32
tt5129052	7.5	24
tt3317268	8.5	99
tt4565880	5.2	7
tt7593928	5.0	11
tt1340227	7.8	28
tt29495653	4.8	29
tt1023510	7.9	39
tt16915084	4.7	13
tt11650736	5.9	3697
tt12434404	5.4	7
tt6489172	7.2	136
tt0382680	6.2	316
tt16164630	7.4	17
tt37320691	6.5	26
tt0745889	7.3	15
tt1760651	8.5	56
tt10981230	5.9	22
tt2080659	7.5	747
tt0006991	3.7	40
tt0091461	6.8	417
tt1429627	7.6	207
tt8699684	6.5	14
tt0201263	7.1	10
tt0856361	6.8	195
tt5784194	8.7	39
tt0858596	6.9	31
tt31456584	8.8	36
tt2164078	8.2	70
tt3552334	8.1	30
tt1214469	7.3	52
tt35205649	7.2	417
tt4377906	4.8	51
tt7911022	7.0	7
tt5420442	8.7	7
tt0633163	8.0	19
tt25817128	8.1	8
tt22373862	6.3	18
tt4762630	3.7	220
tt4793532	7.8	17
tt7770794	6.8	213
tt1123217	7.6	124
tt27656553	1.0	6
tt2169950	7.3	29
tt0139165	7.5	27
tt0079810	6.4	135
tt29544903	7.0	7
tt0035108	5.6	486
tt12228420	7.2	8
tt1105309	3.8	18
tt1341970	2.4	930
tt0146040	5.5	105
tt0111800	6.9	3745
tt4168616	7.4	244
tt15226258	8.9	44
tt0033692	7.0	429
tt1260897	7.1	31
tt0306022	8.7	1590
tt5506680	7.9	66
tt8300866	8.3	10
tt15710926	7.9	9
tt0174730	7.2	18
tt8963272	8.7	10
tt10924184	8.0	7
tt28106650	8.0	265
tt0419966	6.0	14
tt14187046	8.4	13
tt1314294	4.3	11
tt18247360	6.5	8
tt5688152	7.8	20
tt2745718	7.6	11
tt6821068	6.8	7
tt33498812	7.6	18
tt0066041	7.2	262
tt5296498	6.8	9
tt33412904	7.6	134
tt7142052	6.1	10
tt0249032	5.4	151
tt0751467	7.9	574
tt10846928	7.2	5
tt13369904	6.7	178
tt0287561	5.6	9
tt0482130	6.9	105
tt3836308	5.3	1143
tt33567416	8.4	88
tt1194595	6.5	11
tt4052884	8.3	1769
tt1576464	3.1	782
tt22693730	5.9	172
tt0350849	5.0	6
