tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0000873	short	Bakchisarayskiy fontan	Bakchisarayskiy fontan	0	1909	\N	\N	Drama,Short
tt0000397	short	La gavotte	La gavotte	0	1902	\N	\N	Short
tt0003783	short	Colonel Heeza Liar in the Wilderness	Colonel Heeza Liar in the Wilderness	0	1914	\N	\N	Animation,Comedy,Short
tt0000583	short	The Lady with the Camellias	Kameliadamen	0	1907	\N	14	Drama,Romance,Short
tt0004915	movie	As Ye Repent	As Ye Repent	0	1915	\N	\N	Drama
tt0004076	short	Her Last Chance	Her Last Chance	0	1914	\N	\N	Comedy,Short
tt0002073	short	Broncho Billy's Mexican Wife	Broncho Billy's Mexican Wife	0	1912	\N	\N	Short,Western
tt0002051	short	The Battle of the Red Men	The Battle of the Red Men	0	1912	\N	\N	Short,Western
tt0004237	movie	The Little Jewess	The Little Jewess	0	1914	\N	\N	Drama
tt0003368	short	The Sheriff and the Rustler	The Sheriff and the Rustler	0	1913	\N	\N	Short,Western
tt0004227	short	Lights and Shadows	Lights and Shadows	0	1914	\N	\N	Drama,Short
tt0003136	short	Mercy Merrick	Mercy Merrick	0	1913	\N	\N	Drama,Short
tt0000139	short	L'aveugle	L'aveugle	0	1897	\N	\N	Drama,Short
tt0001734	short	The Little Daughter's Letter	The Little Daughter's Letter	0	1911	\N	16	Drama,Short
tt0001028	movie	Salome Mad	Salome Mad	0	1909	\N	\N	Comedy
tt0000122	short	Closing Hours at Vibert's Perfume Factory	Sortie des ateliers Vibert	0	1896	\N	\N	Documentary,Short
tt0000725	short	Mixed Babies	Mixed Babies	0	1908	\N	\N	Comedy,Short
tt0001119	short	Arms and the Woman	Arms and the Woman	0	1910	\N	\N	Drama,Short
tt0000157	short	Idylle	Idylle	0	1897	\N	\N	Short
tt0000609	short	Othello	Otello	0	1906	\N	\N	Drama,Music,Romance
tt0002837	short	Fabricación del hielo	Fabricación del hielo	0	1913	\N	\N	Documentary,Short
tt0003075	short	The Little Tease	The Little Tease	0	1913	\N	25	Drama,Short
tt0000692	short	El fusilamiento de Dorrego	El fusilamiento de Dorrego	0	1908	\N	\N	History,Short
tt0001990	short	The Yiddisher Cowboy	The Yiddisher Cowboy	0	1911	\N	\N	Comedy,Short,Western
tt0001440	movie	Valdemar Sejr	Valdemar Sejr	0	1910	\N	\N	Drama,History
tt0001957	short	Under forvandlingens lov	Under forvandlingens lov	0	1911	\N	31	Drama,Romance,Short
tt0000178	short	The Cavalier's Dream	The Cavalier's Dream	0	1898	\N	1	Fantasy,Horror,Short
tt0003249	short	Outwitting Dad	Outwitting Dad	0	1914	\N	10	Comedy,Short
tt0003237	short	Omens and Oracles	Omens and Oracles	0	1913	\N	\N	Comedy,Short
tt0002987	movie	How Fine, How Fresh the Roses Were	Kak khoroshi, kak svezhi byli rozy	0	1913	\N	\N	Romance
tt0001869	short	Samson and Delilah	Samson and Delilah	0	1911	\N	15	Short
tt0001120	short	As It Is in Life	As It Is in Life	0	1910	\N	16	Drama,Short
tt0001317	short	The Mexican's Faith	The Mexican's Faith	0	1910	\N	\N	Short,Western
tt0000076	short	Exit of Rip and the Dwarf	Exit of Rip and the Dwarf	0	1896	\N	1	Drama,Short
tt0003349	short	The Sandstorm	The Sandstorm	0	1913	\N	\N	Animation,Short
tt0002159	short	The Engagement Ring	The Engagement Ring	0	1912	\N	8	Comedy,Short
tt0001486	short	At the Threshold of Life	At the Threshold of Life	0	1911	\N	\N	Drama,Short
tt0004779	movie	The War of the World	The War of the World	0	1914	\N	\N	Documentary
tt0000882	short	The Golden Louis	The Golden Louis	0	1909	\N	5	Drama,Short
tt0001912	short	The Switchman's Tower	The Switchman's Tower	0	1911	\N	\N	Drama,Short
tt0002999	short	The Ideal Wife	Die ideale Gattin	0	1913	\N	24	Comedy,Short
tt0001244	short	Her Photograph	Her Photograph	0	1910	\N	\N	Comedy,Short
tt0004329	short	The Midnight Call	The Midnight Call	0	1914	\N	\N	Drama,Short
tt0001431	short	The Unchanging Sea	The Unchanging Sea	0	1910	\N	14	Drama,Short
tt0003487	short	The Two Widows	The Two Widows	0	1913	\N	\N	Comedy,Short
tt0004219	short	Liberty Belles	Liberty Belles	0	1914	\N	30	Comedy,Romance,Short
tt0003542	short	Where Charity Begins	Where Charity Begins	0	1913	\N	\N	Drama,Short
tt0002891	short	A Game of Cards	A Game of Cards	0	1913	\N	11	Drama,Short
tt0003376	movie	Silvia Silombra	Silvia Silombra	0	1913	\N	\N	\N
tt0000924	short	A Bad Case	Les joyeux microbes	0	1909	\N	5	Animation,Short
tt0004958	short	Bertie's Stratagem	Bertie's Stratagem	0	1915	\N	\N	Comedy,Short
tt0001570	short	The Daisy Cowboys	The Daisy Cowboys	0	1911	\N	\N	Comedy,Short
tt0001550	short	The Coffin Ship	The Coffin Ship	0	1911	\N	15	Adventure,Short
tt0004888	short	Ambrose's Nasty Temper	Ambrose's Nasty Temper	0	1915	\N	11	Comedy,Short
tt0001286	short	Little Angels of Luck	Little Angels of Luck	0	1910	\N	17	Drama,Short
tt0000052	short	Ruraux au galop	Ruraux au galop	0	1896	\N	1	Documentary,Short
tt0001488	short	The Hallucinations of Baron Munchausen	Les Hallucinations du baron de Münchhausen	0	1911	\N	11	Fantasy,Short
tt0004318	short	McSweeney's Masterpiece	McSweeney's Masterpiece	0	1914	\N	\N	Comedy,Short
tt0000893	short	Her Indian Hero	Her Indian Hero	0	1912	\N	12	Short,Western
tt0000508	short	Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza)	Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza)	0	1905	\N	\N	Documentary,Short
tt0004458	movie	The Path Forbidden	The Path Forbidden	0	1914	\N	\N	Drama
tt0004928	movie	The Avalanche	The Avalanche	0	1915	\N	\N	Drama
tt0000362	short	Lecture quotidienne	Lecture quotidienne	0	1901	\N	\N	Short
tt0004578	short	Shadowed	Shadowed	0	1914	\N	\N	Comedy,Short
tt0002562	short	The Victoria Cross	The Victoria Cross	0	1912	\N	15	Drama,Short
tt0003688	movie	The Book of Nature	The Book of Nature	0	1914	\N	\N	Documentary
tt0004791	short	What They Eat	What They Eat	0	1914	\N	\N	Animation,Short
tt0002807	short	The Doctor's Photograph	The Doctor's Photograph	0	1913	\N	11	Drama,Short
tt0001104	short	The Affair of an Egg	The Affair of an Egg	0	1910	\N	3	Comedy,Short
tt0002154	short	Early Days in the West	Early Days in the West	0	1912	\N	\N	Short,Western
tt0003585	short	'Cross the Mexican Line	'Cross the Mexican Line	0	1914	\N	\N	Drama,Romance,Short
tt0003860	short	Double Crossed	Double Crossed	0	1914	\N	14	Comedy,Short
tt0001063	short	Those Boys!	Those Boys!	0	1909	\N	4	Short
tt0000456	short	N.Y. Fire Department Returning	N.Y. Fire Department Returning	0	1903	\N	\N	Documentary,Short
tt0003786	short	Colonel Heeza Liar, Farmer	Colonel Heeza Liar, Farmer	0	1914	\N	\N	Animation,Comedy,Short
tt0004735	short	The Turning of the Road	The Turning of the Road	0	1914	\N	\N	Drama,Short
tt0004809	short	Why the Sheriff Is a Bachelor	Why the Sheriff Is a Bachelor	0	1911	\N	\N	Short,Western
tt0003856	movie	The Dollar Mark	The Dollar Mark	0	1914	\N	50	Drama
tt0003099	short	The Lure of the Stage	The Lure of the Stage	0	1913	\N	10	Drama,Short
tt0001543	short	The Child Crusoes	The Child Crusoes	0	1911	\N	\N	Adventure,Short
tt0004307	movie	Martin Eden	Martin Eden	0	1914	\N	50	Drama
tt0001967	short	Life as It Is	La vie telle qu'elle est	0	1911	\N	\N	Drama,Short
tt0002605	movie	The Adventures of Kathlyn	The Adventures of Kathlyn	0	1913	\N	300	Adventure
tt0003427	short	The Switch Tower	The Switch Tower	0	1913	\N	11	Drama,Short
tt0002223	short	The Green-Eyed Monster	The Green-Eyed Monster	0	1912	\N	\N	Drama,Short
tt0004802	short	Where Paths Diverge	Where Paths Diverge	0	1914	\N	\N	Drama,Short
tt0001947	short	Two Officers	Two Officers	0	1911	\N	\N	Drama,Short
tt0003517	short	Wanted, a Strong Hand	Wanted, a Strong Hand	0	1913	\N	\N	Comedy,Short
tt0004699	movie	The Three of Us	The Three of Us	0	1914	\N	\N	Drama
tt0002441	short	A Pueblo Legend	A Pueblo Legend	0	1912	\N	24	Romance,Short
tt0001803	movie	The Mystery of a Hansom Cab	The Mystery of a Hansom Cab	0	1911	\N	\N	\N
tt0002706	short	Broncho Billy and the Step-Sisters	Broncho Billy and the Step-Sisters	0	1913	\N	11	Short,Western
tt0002498	short	The Soldier Brothers of Susanna	The Soldier Brothers of Susanna	0	1912	\N	\N	Drama,Family,Short
tt0000127	short	Les tribulations d'un concierge	Les tribulations d'un concierge	0	1896	\N	\N	Comedy,Short
tt0000208	short	The Miller and Chimney Sweep	The Miller and the Sweep	0	1897	\N	1	Comedy,Short
tt0004793	short	The Wheel of Life	The Wheel of Life	0	1914	\N	\N	Drama,Short
tt0000717	short	Macbeth	Macbeth	0	1908	\N	9	Drama,Short
tt0002997	short	I'm No Counterfeiter	I'm No Counterfeiter	0	1913	\N	\N	Drama,Short
tt0003360	short	The Black Ball; or, Vengeance Bequeathed	Die schwarze Kugel oder Die geheimnisvollen Schwestern	0	1913	\N	39	Drama,Short
tt0004789	movie	What Is to Be Done?	What Is to Be Done?	0	1914	\N	\N	Drama
tt0001170	short	A Cowboy's Vindication	A Cowboy's Vindication	0	1910	\N	\N	Short,Western
tt0001153	short	A Child's Stratagem	A Child's Stratagem	0	1910	\N	17	Drama,Short
tt0003248	short	Out of the Grave	Out of the Grave	0	1913	\N	\N	Drama,Short
tt0003217	short	Northern Hearts	Northern Hearts	0	1913	\N	10	Drama,Short
tt0002971	short	His Tired Uncle	His Tired Uncle	0	1913	\N	7	Comedy,Short
tt0000819	short	A Burglar's Mistake	A Burglar's Mistake	0	1909	\N	10	Crime,Short
tt0003193	short	Mutt and Jeff	Mutt and Jeff	0	1913	\N	\N	Animation,Short
tt0003965	movie	Fire and Sword	Fire and Sword	0	1914	\N	\N	Adventure
tt0000351	short	Danses basques	Danses basques	0	1901	\N	\N	Short
tt0002964	short	His Father's Deputy	His Father's Deputy	0	1913	\N	10	Short,Western
tt0001270	short	An Indian Wife's Devotion	An Indian Wife's Devotion	0	1909	\N	\N	Drama,Short,Western
tt0001970	short	A Western Girl's Sacrifice	A Western Girl's Sacrifice	0	1911	\N	\N	Short,Western
tt0001283	short	The Last Deal	The Last Deal	0	1910	\N	11	Drama,Short
tt0002750	short	A Child's Influence	A Child's Influence	0	1913	\N	\N	Drama,Short
tt0004062	short	Hearts and Masks	Hearts and Masks	0	1914	\N	\N	Drama,Short
tt0001796	short	Monasterio de Ripoll	Monasterio de Ripoll	0	1911	\N	9	Documentary,Short
tt0000764	short	The Song of the Shirt	The Song of the Shirt	0	1908	\N	11	Drama,Short
tt0004280	short	Mabel's Busy Day	Mabel's Busy Day	0	1914	\N	10	Comedy,Short
tt0003693	movie	A Boy and the Law	A Boy and the Law	0	1913	\N	\N	Drama
tt0003885	short	England Expects	England Expects	0	1914	\N	\N	Drama,Short
tt0003502	movie	A Venetian Night	Eine venezianische Nacht	0	1914	\N	52	\N
tt0003627	short	Another Tale	Another Tale	0	1914	\N	3	Animation,Comedy,Short
tt0000467	short	Secours aux naufragés	Secours aux naufragés	0	1904	\N	\N	Short
tt0003400	short	The Speed Queen	The Speed Queen	0	1913	\N	\N	Comedy,Short
tt0000424	short	Les braconniers	Les braconniers	0	1905	\N	\N	Short
tt0003777	short	Classmates	Classmates	0	1914	\N	40	Drama,Short
tt0003822	movie	La danza fatal	La danza fatal	0	1915	\N	58	\N
tt0002445	movie	Quo Vadis?	Quo Vadis?	0	1913	\N	120	Drama,History
tt0003137	short	The Merry Milkmaid	The Merry Milkmaid	0	1913	\N	\N	Animation,Short
tt0002655	short	A Bad Game	A Bad Game	0	1913	\N	10	Comedy,Short
tt0004176	short	John Rance, Gentleman	John Rance, Gentleman	0	1914	\N	21	Drama,Short
tt0004419	short	Oh! You Puppy	Oh! You Puppy	0	1914	\N	\N	Comedy,Short
tt0003599	movie	The Adventures of Buffalo Bill	The Adventures of Buffalo Bill	0	1917	\N	\N	Documentary,Drama,Western
tt0001571	short	Dan the Dandy	Dan the Dandy	0	1911	\N	17	Comedy,Drama,Short
tt0000712	short	King of the Cannibal Islands	King of the Cannibal Islands	0	1908	\N	\N	Comedy,Short
tt0001810	short	A Noble Heart	A Noble Heart	0	1911	\N	19	Drama,Short
tt0002141	short	Don César de Bazan	Don Caesar de Bazan	0	1912	\N	22	Drama,Short
tt0003289	movie	The Port of Doom	The Port of Doom	0	1913	\N	\N	Drama
tt0001179	movie	Desfile histórico del centenario	Desfile histórico del centenario	0	1910	\N	\N	\N
tt0004552	short	A Rural Romance	A Rural Romance	0	1914	\N	\N	Comedy,Short
tt0002925	short	Hard Cash	Hard Cash	0	1913	\N	22	Action,Drama,Short
tt0004071	short	Her Escape	Her Escape	0	1914	\N	\N	Drama,Short,Thriller
tt0004864	short	An African Hunt	An African Hunt	0	1915	\N	\N	Animation,Comedy,Short
tt0000221	short	Aspectos da Praia de Cascais	Aspectos da Praia de Cascais	0	1899	\N	\N	Documentary,Short
tt0005042	movie	The Butterfly	The Butterfly	0	1915	\N	50	Drama
tt0002949	short	Her Secretaries	Her Secretaries	0	1913	\N	\N	Comedy,Romance,Short
tt0000274	short	Avenue de l'opéra	Avenue de l'opéra	0	1900	\N	1	Comedy,Short
tt0002763	movie	Corazón de presidiario	Corazón de presidiario	0	1913	\N	\N	\N
tt0000109	short	Rip Meeting the Dwarf	Rip Meeting the Dwarf	0	1896	\N	1	Fantasy,Short
tt0003728	short	Bunny's Scheme	Bunny's Scheme	0	1914	\N	11	Comedy,Short
tt0001101	short	Abraham Lincoln's Clemency	Abraham Lincoln's Clemency	0	1910	\N	\N	Drama,Short
tt0000869	movie	Fiestas en La Garriga	Fiestas en La Garriga	0	1909	\N	\N	\N
tt0002331	short	Mabel's Lovers	Mabel's Lovers	0	1912	\N	\N	Comedy,Short
tt0003298	movie	A Princess of Bagdad	A Princess of Bagdad	0	1913	\N	\N	Drama,Fantasy
tt0004120	short	The Horse Wrangler	The Horse Wrangler	0	1914	\N	\N	Romance,Short,Western
tt0003986	short	Forcing Dad's Consent	Forcing Dad's Consent	0	1914	\N	\N	Comedy,Short
tt0004790	short	What Pearl's Pearls Did	What Pearl's Pearls Did	0	1914	\N	\N	Comedy,Short
tt0001876	short	The Sentinel Asleep	The Sentinel Asleep	0	1911	\N	\N	Drama,Short
tt0000141	short	Ballet libella	Ballet libella	0	1897	\N	2	Documentary,Short
tt0001134	short	Briton and Boer	Briton and Boer	0	1909	\N	\N	Action,Short,War
tt0000086	short	Beach and Pier at Trouville, 1st part	Jetée et plage de Trouville (1er partie)	0	1896	\N	\N	Documentary,Short
tt0001064	short	Through the Breakers	Through the Breakers	0	1909	\N	11	Drama,Short
tt0004644	short	A Strenuous Ride	A Strenuous Ride	0	1914	\N	\N	Animation,Comedy,Short
tt0004643	short	The Strange Story of Sylvia Gray	The Strange Story of Sylvia Gray	0	1914	\N	40	Drama,Mystery,Romance
tt0002539	short	The Tribal Law	The Tribal Law	0	1912	\N	\N	Romance,Short,Western
tt0004541	short	The Romance of an Actor	The Romance of an Actor	0	1914	\N	\N	Drama,Romance,Short
tt0002077	short	Brown's Seance	Brown's Seance	0	1912	\N	\N	Comedy,Short
tt0003766	short	Chicken Chaser	Chicken Chaser	0	1914	\N	10	Comedy,Short
tt0002066	short	Blind Love	Blind Love	0	1912	\N	9	Drama,Short
tt0001055	short	A Tale of the West	A Tale of the West	0	1909	\N	\N	Drama,Short,Western
tt0003054	short	The Law and the Outlaw	The Law and the Outlaw	0	1913	\N	39	Short,Western
tt0000548	short	Fiskerliv i Norden	Fiskerliv i Norden	0	1906	\N	\N	Short
tt0002578	short	When Kings Were the Law	When Kings Were the Law	0	1912	\N	17	Drama,Short
tt0002948	short	Her Rosary	Her Rosary	0	1913	\N	\N	Drama,Short
tt0002486	short	The Sheriff's Inheritance	The Sheriff's Inheritance	0	1912	\N	\N	Short,Western
tt0000950	short	Macbeth	Macbeth	0	1909	\N	\N	Drama,Short
tt0000130	short	Une altercation au café	Une altercation au café	0	1896	\N	\N	Short
tt0003794	short	Corrida de toros en Valencia	Corrida de toros en Valencia	0	1914	\N	20	Documentary,Short
tt0004713	short	Tony and Maloney	Tony and Maloney	0	1914	\N	\N	Comedy,Romance,Short
tt0004983	movie	Blue Grass	Blue Grass	0	1915	\N	50	Drama
tt0004331	short	Mike and Jake Join the Army	Mike and Jake Join the Army	0	1914	\N	10	Comedy,Short
tt0004531	short	The Revenge of Mr. Thomas Atkins	The Revenge of Mr. Thomas Atkins	0	1914	\N	\N	Comedy,Short
tt0003462	short	The Toll Gate Raiders	The Toll Gate Raiders	0	1912	\N	\N	Short,Thriller,Western
tt0001696	short	In the Days of '49	In the Days of '49	0	1911	\N	17	Short,Western
tt0001961	short	An Unwilling Cowboy	An Unwilling Cowboy	0	1911	\N	10	Comedy,Short,Western
tt0000327	short	La paysanne	La paysanne	0	1900	\N	\N	Short
tt0004800	short	When the Cat Came Back	When the Cat Came Back	0	1914	\N	\N	Comedy,Short
tt0001877	short	She	She	0	1911	\N	24	Fantasy,Sci-Fi,Short
tt0004675	short	A Telephone Engagement	A Telephone Engagement	0	1914	\N	\N	Comedy,Romance,Short
tt0002914	short	The Greater Influence	The Greater Influence	0	1913	\N	\N	Drama,Short
tt0000374	short	Tel est pris qui croyait prendre	Tel est pris qui croyait prendre	0	1901	\N	\N	Short
tt0002781	short	Cupid Versus Women's Rights	Cupid Versus Women's Rights	0	1913	\N	10	Comedy,Drama,Short
tt0001584	short	The Diving Girl	The Diving Girl	0	1911	\N	6	Comedy,Short
tt0001328	short	Montblanc la serra	Montblanc la serra	0	1910	\N	6	Short
tt0000777	short	An Unexpected Santa Claus	An Unexpected Santa Claus	0	1908	\N	\N	Comedy,Short
tt0003838	movie	The Dishonored Medal	The Dishonored Medal	0	1914	\N	\N	Adventure
tt0002989	short	How It Happened	How It Happened	0	1913	\N	11	Drama,Short
tt0003643	movie	The Avenging Conscience: or 'Thou Shalt Not Kill'	The Avenging Conscience: or 'Thou Shalt Not Kill'	0	1914	\N	78	Crime,Drama,Horror
tt0004758	short	La valse renversante	La valse renversante	0	1912	\N	\N	Comedy,Short
tt0004604	short	The Sky Pirate	The Sky Pirate	0	1914	\N	\N	Comedy,Short
tt0002586	short	Won by a Fish	Won by a Fish	0	1912	\N	9	Comedy,Short
tt0004581	movie	Shannon of the Sixth	Shannon of the Sixth	0	1914	\N	\N	Drama,War
tt0003840	movie	Doc	Doc	0	1914	\N	\N	Drama,Western
tt0004051	short	Happy-Go-Lucky	Happy-Go-Lucky	0	1914	\N	\N	Comedy,Drama,Short
tt0002382	short	My Baby	My Baby	0	1912	\N	17	Comedy,Short
tt0003515	short	The Wall of Money	The Wall of Money	0	1913	\N	\N	Drama,Short
tt0004767	short	Virtue Is Its Own Reward	Virtue Is Its Own Reward	0	1914	\N	\N	Drama,Romance,Short
tt0004247	short	The Loan Shark King	The Loan Shark King	0	1914	\N	\N	Drama,Short
tt0003299	movie	A Prisoner in the Harem	A Prisoner in the Harem	0	1913	\N	\N	Drama
tt0004727	movie	The Trey o' Hearts	The Trey o' Hearts	0	1914	\N	310	Adventure
tt0003311	short	Raja Harishchandra	Raja Harishchandra	0	1913	\N	40	History,Short
tt0002095	short	The Chief's Blanket	The Chief's Blanket	0	1912	\N	\N	Short,Western
tt0000226	short	Boat Race	Boat Race	0	1899	\N	\N	Short
tt0001074	short	The Trick That Failed	The Trick That Failed	0	1909	\N	7	Comedy,Drama,Short
tt0002413	short	The Outlaw's Sacrifice	The Outlaw's Sacrifice	0	1912	\N	\N	Short,Western
tt0003230	movie	The Old Armchair	The Old Armchair	0	1913	\N	\N	\N
tt0002500	movie	The Black Chancellor	Den sorte kansler	0	1912	\N	48	Drama
tt0001015	short	The Restoration	The Restoration	0	1909	\N	10	Drama,Short
tt0002144	short	La dramatique passion d'Algabert et d'Élisabeth de Rodembourg	La dramatique passion d'Algabert et d'Élisabeth de Rodembourg	0	1912	\N	17	Drama,Short
tt0002981	short	An Hour Before Dawn	An Hour Before Dawn	0	1913	\N	34	Drama,Short
tt0003348	short	Sallie's Sure Shot	Sallie's Sure Shot	0	1913	\N	10	Short,Western
tt0001520	short	Brown's German Liver Cure	Brown's German Liver Cure	0	1911	\N	12	Short
tt0001091	short	What Drink Did	What Drink Did	0	1909	\N	12	Drama,Short
tt0000669	short	Cupid's Pranks	Cupid's Pranks	0	1908	\N	10	Comedy,Fantasy,Short
tt0003301	movie	The Prisoner of Zenda	The Prisoner of Zenda	0	1913	\N	55	Adventure
tt0004212	short	Leading Lizzie Astray	Leading Lizzie Astray	0	1914	\N	12	Comedy,Short
tt0000855	short	Eloping with Auntie	Eloping with Auntie	0	1909	\N	7	Short
tt0003979	short	A Fool and His Money	A Fool and His Money	0	1914	\N	11	Comedy,Short
tt0000874	short	The French Duel	The French Duel	0	1909	\N	4	Comedy,Short
tt0004336	movie	The Million Dollar Mystery	The Million Dollar Mystery	0	1914	\N	\N	Adventure,Mystery,Romance
tt0002083	short	The Fall of Troy	La caduta di Troia	0	1911	\N	28	Short,War
tt0004321	movie	Memories	Memories	0	1914	\N	\N	Drama,Romance
tt0001150	short	A Child of the Ghetto	A Child of the Ghetto	0	1910	\N	11	Drama,Short
tt0002875	short	A Foreign Spy	A Foreign Spy	0	1913	\N	11	Drama,Short
tt0000913	short	The Indian Trailer	The Indian Trailer	0	1909	\N	\N	Short,Western
tt0001773	short	Une mariée qui se fait attendre	Une mariée qui se fait attendre	0	1911	\N	10	Comedy,Short
tt0002335	movie	Magda	Magda	0	1912	\N	\N	\N
tt0002636	short	The Appeal	The Appeal	0	1913	\N	11	Drama,Short
tt0000192	short	Ella Lola, a la Trilby	Ella Lola, a la Trilby	0	1898	\N	\N	Short
tt0000443	short	Hiawatha	Hiawatha, the Messiah of the Ojibway	0	1903	\N	15	Adventure,Drama,Short
tt0002328	movie	The Lust for Gold	The Lust for Gold	0	1912	\N	\N	\N
tt0002808	short	The Doctor's Secret	The Doctor's Secret	0	1913	\N	11	Drama,Short
tt0002742	short	A Cause for Thankfulness	A Cause for Thankfulness	0	1913	\N	\N	Drama,Short
tt0002114	short	Conscience	Conscience	0	1912	\N	10	Horror,Short
tt0000650	short	The Boston Tea Party	The Boston Tea Party	0	1908	\N	\N	Drama,History,Short
tt0000209	short	Photographing a Ghost	Photographing a Ghost	0	1898	\N	\N	Fantasy,Horror,Short
tt0000335	short	Soldiers of the Cross	Soldiers of the Cross	0	1900	\N	40	Biography,Drama,Short
tt0002932	short	He Would a Hunting Go	He Would a Hunting Go	0	1913	\N	10	Comedy,Short
tt0000002	short	Le clown et ses chiens	Le clown et ses chiens	0	1892	\N	5	Animation,Short
tt0002371	short	Monte Cristo	Monte Cristo	0	1912	\N	\N	Adventure,Short
tt0002247	short	His Only Son	His Only Son	0	1912	\N	10	Short,Western
tt0001609	short	Feria de ganado en Villarrodona	Feria de ganado en Villarrodona	0	1911	\N	\N	Documentary,Short
tt0002610	short	Alkali Ike's Auto	Alkali Ike's Auto	0	1911	\N	11	Comedy,Short
tt0002453	short	The Reckoning	The Reckoning	0	1912	\N	10	Drama,Short
tt0003505	short	Via Cabaret	Via Cabaret	0	1913	\N	\N	Drama,Romance,Short
tt0000113	short	Rip's Twenty Years' Sleep	Rip's Twenty Years' Sleep	0	1896	\N	1	Drama,Short
tt0000517	short	El húsar de la guardia	El húsar de la guardia	0	1905	\N	\N	Short
tt0000727	short	Monday Morning in a Coney Island Police Court	Monday Morning in a Coney Island Police Court	0	1908	\N	7	Comedy,Short
tt0000633	short	The Anarchist's Sweetheart	The Anarchist's Sweetheart	0	1908	\N	\N	Drama,Short
tt0001234	short	Gold Is Not All	Gold Is Not All	0	1910	\N	16	Drama,Short
tt0005059	movie	The Captive	The Captive	0	1915	\N	50	Drama,Romance,War
tt0001346	short	One Night, and Then --	One Night, and Then --	0	1910	\N	11	Drama,Short
tt0001972	short	A Western Redemption	A Western Redemption	0	1911	\N	\N	Short,Western
tt0003951	movie	Fatum	Fatum	0	1915	\N	70	\N
tt0001410	short	Taming a Husband	Taming a Husband	0	1910	\N	16	Comedy,Short
tt0004804	short	While Wifey Is Away	While Wifey Is Away	0	1914	\N	\N	Comedy,Short
tt0001093	short	When Thieves Fall Out	When Thieves Fall Out	0	1909	\N	\N	Crime,Drama,Short
tt0001668	short	The Highlander	The Highlander	0	1911	\N	18	Romance,Short
tt0002843	short	Fanny's Conspiracy	Fanny's Conspiracy	0	1913	\N	11	Comedy,Short
tt0003195	short	Mutt and Jeff in Constantinople	Mutt and Jeff in Constantinople	0	1913	\N	\N	Animation,Short
tt0001528	short	Captain Barnacle's Courtship	Captain Barnacle's Courtship	0	1911	\N	\N	Comedy,Short
tt0001281	short	The Lady and the Burglar	The Lady and the Burglar	0	1910	\N	\N	Crime,Drama,Short
tt0004016	short	The Giants-White Sox Tour	The Giants-White Sox Tour	0	1914	\N	\N	Documentary,Short,Sport
tt0003610	movie	Alexia o La niña del misterio	Alexia o La niña del misterio	0	1916	\N	\N	\N
tt0002461	movie	The Life and Death of King Richard III	Richard III	0	1912	\N	55	Drama
tt0001875	short	Second Sight	Second Sight	0	1911	\N	\N	Drama,Short
tt0004618	short	The Song of the Ghetto	The Song of the Ghetto	0	1914	\N	\N	Drama,Short
tt0004421	short	The Old Cobbler	The Old Cobbler	0	1914	\N	\N	Drama,Short
tt0001941	short	Troublesome Secretaries	Troublesome Secretaries	0	1911	\N	7	Comedy,Short
tt0003793	short	The Conspirators	The Conspirators	0	1914	\N	11	Drama,Short
tt0004887	short	Ambrose's Lofty Perch	Ambrose's Lofty Perch	0	1915	\N	10	Comedy,Short
tt0002641	short	The Artist	The Artist	0	1913	\N	14	Animation,Short
tt0004950	movie	The Beachcomber	The Beachcomber	0	1915	\N	\N	Drama
tt0002569	short	The Water Nymph	The Water Nymph	0	1912	\N	8	Comedy,Short
tt0000803	short	The Child Benefactor	Barnet som Velgører	0	1909	\N	14	Drama,Short
tt0002200	short	From the Submerged	From the Submerged	0	1912	\N	11	Drama,Short
tt0000494	short	Le pompon malencontreux	Le pompon malencontreux	0	1904	\N	\N	Short
tt0001159	movie	The Connecticut Yankee	The Connecticut Yankee	0	1910	\N	\N	\N
tt0004661	movie	The Swagman's Story	The Swagman's Story	0	1914	\N	\N	\N
tt0003639	movie	At the Cross Roads	At the Cross Roads	0	1914	\N	\N	Drama
tt0000885	short	Guzmán el Bueno	Guzmán el Bueno	0	1909	\N	19	Short
tt0000890	short	The Heart of an Outlaw	The Heart of an Outlaw	0	1909	\N	\N	Short,Western
tt0000570	short	San Francisco Disaster	San Francisco Disaster	0	1906	\N	3	Documentary,Short
tt0004807	short	Who Goes There?	Who Goes There?	0	1914	\N	\N	Drama,Short
tt0002481	short	The Secret Service Man	The Secret Service Man	0	1912	\N	\N	Drama,Short
tt0004561	short	The Saving Grace	The Saving Grace	0	1914	\N	20	Comedy,Drama,Short
tt0000189	short	Dorotea	Dorotea	0	1898	\N	\N	Short
tt0004601	short	Sitting Bull: The Hostile Sioux Indian Chief	Sitting Bull: The Hostile Sioux Indian Chief	0	1914	\N	\N	Drama,Short,Western
tt0003655	movie	The Banker's Daughter	The Banker's Daughter	0	1914	\N	\N	Drama
tt0000891	short	Cycle Rider and the Witch	Heksen og cyklisten	0	1909	\N	3	Comedy,Fantasy,Short
tt0002662	short	Barnet	Barnet	0	1913	\N	31	Short
